,id,title,tokens,p2,p2_text,DIG_SUM,tokens_text,tokens_text_asc,tokens_text_desc
558,715497,"Miniprice.ca Inch 39,6cm 5 G1-i5-4200U-4GB-500GB | Notebook 3"" Buy Intel Android Core No | eBay - - & 3 eBay 8 RAM","['miniprice.ca', 'inch', '39,6', '4200u-4gb-500', 'notebook', 'intel', 'android', 'core', 'ebay', 'ebay']","{'i5', 'g1'}",g1 i5,0,"miniprice.ca inch 39,6 4200u-4gb-500 notebook intel android core ebay ebay","39,6 4200u-4gb-500 android core ebay ebay inch intel miniprice.ca notebook","notebook miniprice.ca intel inch ebay ebay core android 4200u-4gb-500 39,6"
559,502519,HP | Ultra i5 refurbished LED China 4gb : Accessories - Gigs 9 Laptop 1.90 C140919 8 | RAM XP - 500,"['ultra', 'refurbished', 'china', 'accessories', 'gigs', 'laptop', '1.90', 'c140919']","{'c140919', 'i5'}",c140919 i5,0,ultra refurbished china accessories gigs laptop 1.90 c140919,1.90 accessories c140919 china gigs laptop refurbished ultra,ultra refurbished laptop gigs china c140919 accessories 1.90
560,43771,"Cheap D4Q96US#ABA Top 14"" 15 Intel 750 | Intel A6-5200 3317U : GHz 4GB Accessories","['cheap', 'd4q96us#aba', 'intel', 'intel', '5200', '3317u', 'accessories']","{'d4', 'a6', 'q96'}",a6 d4 q96,5200,cheap d4q96us#aba intel intel 5200 3317u accessories,3317u 5200 accessories cheap d4q96us#aba intel intel,intel intel d4q96us#aba cheap accessories 5200 3317u
561,756475,"Lenovo ThinkPad X130e 2338 - 11.6"" - Core i3 2367M - Windows 7 Pro 64-bit - 4 GB RAM - 128 GB SSD - Vology","['lenovo', 'thinkpad', 'x130e', '2338', '11.6', 'core', '2367', 'windows', 'vology']","{'x130', 'i3'}",i3 x130,4705,lenovo thinkpad x130e 2338 11.6 core 2367 windows vology,11.6 2338 2367 core lenovo thinkpad vology windows x130e,x130e windows vology thinkpad lenovo core 2367 2338 11.6
562,486154,HP : - FIT I3-3120M/ - (1.7 1 - 8 ATOM SWITCHING | MINERAL | EBAY,"['3120m/', 'atom', 'switching', 'mineral', 'ebay']",{'i3'},i3,0,3120m/ atom switching mineral ebay,3120m/ atom ebay mineral switching,switching mineral ebay atom 3120m/
563,1010448,"Amazon.com : Lenovo ThinkPad X130e 2338 - 11.6"" - Core i3 2367M : Laptop Computers : Computers & Accessories","['amazon.com', 'lenovo', 'thinkpad', 'x130e', '2338', '11.6', 'core', '2367', 'laptop', 'computers', 'computers', 'accessories']","{'x130', 'i3'}",i3 x130,4705,amazon.com lenovo thinkpad x130e 2338 11.6 core 2367 laptop computers computers accessories,11.6 2338 2367 accessories amazon.com computers computers core laptop lenovo thinkpad x130e,x130e thinkpad lenovo laptop core computers computers amazon.com accessories 2367 2338 11.6
564,92945,"LENOVO - 8540W ENCODER LAPTOP EBAY I7 BUY CAMERA SERVICE EBAY GENERAL | 4 | - 7 | 1.60 - ALIBABA.COM RAM 8850,7 FOR GHZ 500 64-BIT LAPTOP","['lenovo', '8540w', 'encoder', 'laptop', 'ebay', 'camera', 'service', 'ebay', 'general', '1.60', 'alibaba.com', '8850,7', 'laptop']",{'i7'},i7,0,"lenovo 8540w encoder laptop ebay camera service ebay general 1.60 alibaba.com 8850,7 laptop","1.60 8540w 8850,7 alibaba.com camera ebay ebay encoder general laptop laptop lenovo service","service lenovo laptop laptop general encoder ebay ebay camera alibaba.com 8850,7 8540w 1.60"
565,903959,eBay 10z D2500 3351 - 16GB In & 512MB 4600M Xeon Intel Miniprice.ca 4 RAM Office - Market Tablet GB Wifi 80GB,"['ebay', 'd2500', '3351', '4600', 'xeon', 'intel', 'miniprice.ca', 'office', 'market', 'tablet', 'wifi']",{'d2500'},d2500,7951,ebay d2500 3351 4600 xeon intel miniprice.ca office market tablet wifi,3351 4600 d2500 ebay intel market miniprice.ca office tablet wifi xeon,xeon wifi tablet office miniprice.ca market intel ebay d2500 4600 3351
566,51994,ACER THINKPAD T431S LAPTOP GHZ 20C6008QUS,"['acer', 'thinkpad', 't431s', 'laptop', '20c6008qus']","{'c6008', 't431'}",c6008 t431,0,acer thinkpad t431s laptop 20c6008qus,20c6008qus acer laptop t431s thinkpad,thinkpad t431s laptop acer 20c6008qus
567,871202,"Lenovo ThinkPad X230 2325 - 12.5"" - Core i5 3320M - Windows 8 Pro 64-bit - 4 GB RAM - 240 GB SSD - Vology","['lenovo', 'thinkpad', 'x230', '2325', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5645,lenovo thinkpad x230 2325 12.5 core 3320 windows vology,12.5 2325 3320 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3320 2325 12.5
568,52006,"Dell F4M00AW#ABA 2000DX Inch i7 3"" G751JT-CH71 GHz PC 4300U w E-Series K2100M Core Via8880 Pro Windows Windows RAM -","['dell', 'f4m00aw#aba', '2000dx', 'inch', 'g751jt', 'ch71', '4300u', 'series', 'k2100', 'core', 'via8880', 'windows', 'windows']","{'m00', 'g751', 'k2100', 'via8880', 'f4', 'i7', 'ch71'}",ch71 f4 g751 i7 k2100 m00 via8880,0,dell f4m00aw#aba 2000dx inch g751jt ch71 4300u series k2100 core via8880 windows windows,2000dx 4300u ch71 core dell f4m00aw#aba g751jt inch k2100 series via8880 windows windows,windows windows via8880 series k2100 inch g751jt f4m00aw#aba dell core ch71 4300u 2000dx
569,84775,"Lenovo Pentium PC3-12800E 20be003aus ThinkPad 571G 15.6"" CD Computers Duo I3-4030u 6 i5 eBay Pro DVD Product | Laptop Ram : 7 Computer Windows","['lenovo', 'pentium', '12800e', '20be003aus', 'thinkpad', '15.6', 'computers', '4030u', 'ebay', 'product', 'laptop', 'computer', 'windows']","{'i3', 'i5', 'be003', 'pc3'}",be003 i3 i5 pc3,0,lenovo pentium 12800e 20be003aus thinkpad 15.6 computers 4030u ebay product laptop computer windows,12800e 15.6 20be003aus 4030u computer computers ebay laptop lenovo pentium product thinkpad windows,windows thinkpad product pentium lenovo laptop ebay computers computer 4030u 20be003aus 15.6 12800e
570,527144,"Lenovo ThinkPad X1 Carbon Touch 3460 - 14"" - Core i5 3427U - Windows 8 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', 'touch', '3460', 'core', '3427u', 'windows', 'vology']","{'x1', 'i5'}",i5 x1,3460,lenovo thinkpad carbon touch 3460 core 3427u windows vology,3427u 3460 carbon core lenovo thinkpad touch vology windows,windows vology touch thinkpad lenovo core carbon 3460 3427u
571,789296,GHz 512MB 6GB 2 SSD-Win i7 886605665062 Win Xeon Drive 4GB 883974183975 Pro | Buy RAM Dell GB,"['886605665062', 'xeon', 'drive', '883974183975', 'dell']",{'i7'},i7,1770579849037,886605665062 xeon drive 883974183975 dell,883974183975 886605665062 dell drive xeon,xeon drive dell 886605665062 883974183975
572,568114,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3438', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,6758,lenovo thinkpad x230 tablet 3438 12.5 core 3320 windows vology,12.5 3320 3438 core lenovo tablet thinkpad vology windows x230,x230 windows vology thinkpad tablet lenovo core 3438 3320 12.5
573,396084,Amazon.com : Dell Inspiron i5547-5780sLV 15.6-Inch Laptop : Computers & Accessories,"['amazon.com', 'dell', 'inspiron', 'i5547', '5780slv', '15.6', 'inch', 'laptop', 'computers', 'accessories']",{'i5547'},i5547,0,amazon.com dell inspiron i5547 5780slv 15.6 inch laptop computers accessories,15.6 5780slv accessories amazon.com computers dell i5547 inch inspiron laptop,laptop inspiron inch i5547 dell computers amazon.com accessories 5780slv 15.6
574,35637,"HP Compaq 6"" E430 Latest Quad-Core Touch Resolution Sturdy Duo | Details Computers Tablet 8GHz GHz Notebook + eBay -","['compaq', 'e430', 'latest', 'quad', 'core', 'touch', 'resolution', 'sturdy', 'details', 'computers', 'tablet', '8ghz', 'notebook', 'ebay']",{'e430'},e430,0,compaq e430 latest quad core touch resolution sturdy details computers tablet 8ghz notebook ebay,8ghz compaq computers core details e430 ebay latest notebook quad resolution sturdy tablet touch,touch tablet sturdy resolution quad notebook latest ebay e430 details core computers compaq 8ghz
575,895801,"Amazon.com ThinkPad E6510 G1 1047CL - (2.7 And 3GB I7 Laptop Computers,Mini LED Wi Warranty XP | Pad,2012 64-bit Mini","['amazon.com', 'thinkpad', 'e6510', '1047cl', 'laptop', 'computers', 'mini', 'warranty', 'pad,2012', 'mini']","{'e6510', 'i7', 'g1'}",e6510 g1 i7,0,"amazon.com thinkpad e6510 1047cl laptop computers mini warranty pad,2012 mini","1047cl amazon.com computers e6510 laptop mini mini pad,2012 thinkpad warranty","warranty thinkpad pad,2012 mini mini laptop e6510 computers amazon.com 1047cl"
576,805694,"Lenovo HDD/SSD Multi-Pack E6420 3"" - 2 Laptop 16:9 4GB i3-2348M","['lenovo', 'multi', 'pack', 'e6420', 'laptop', '16:9', '2348']","{'i3', 'e6420'}",e6420 i3,2348,lenovo multi pack e6420 laptop 16:9 2348,16:9 2348 e6420 laptop lenovo multi pack,pack multi lenovo laptop e6420 2348 16:9
577,551742,"Lenovo PP18L - 9-in-1 2 Walmart.com 15.6"" 8 SSD 3320M Ultrabook 12GB - | HD Android | Screen Laptops 8 500 Mini SSD RAM - Para hoh.de Pouces,China","['lenovo', 'pp18l', 'in-1', 'walmart.com', '15.6', '3320', 'ultrabook', 'android', 'screen', 'laptops', 'mini', 'para', 'hoh.de', 'pouces', 'china']",{'pp18'},pp18,3320,lenovo pp18l in-1 walmart.com 15.6 3320 ultrabook android screen laptops mini para hoh.de pouces china,15.6 3320 android china hoh.de in-1 laptops lenovo mini para pouces pp18l screen ultrabook walmart.com,walmart.com ultrabook screen pp18l pouces para mini lenovo laptops in-1 hoh.de china android 3320 15.6
578,1002305,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD","['lenovo', 'thinkpad', 'x230', 'tablet', '3435', '12.5', 'core', '3320', 'windows']","{'i5', 'x230'}",i5 x230,6755,lenovo thinkpad x230 tablet 3435 12.5 core 3320 windows,12.5 3320 3435 core lenovo tablet thinkpad windows x230,x230 windows thinkpad tablet lenovo core 3435 3320 12.5
579,240452,7 C6Z87UT ProBook ThinkPad Intel Notebook Gaming 1 WSXGA Dual i7 RW | GB 64-bit Used 8 Tablet Bulk 2TB US,"['c6z87ut', 'probook', 'thinkpad', 'intel', 'notebook', 'gaming', 'wsxga', 'dual', 'tablet', 'bulk']","{'z87', 'c6', 'i7'}",c6 i7 z87,0,c6z87ut probook thinkpad intel notebook gaming wsxga dual tablet bulk,bulk c6z87ut dual gaming intel notebook probook tablet thinkpad wsxga,wsxga thinkpad tablet probook notebook intel gaming dual c6z87ut bulk
580,84805,LENOVO THINKPAD X131E 7014NR BUY 15.6-INCH NOTEBOOK EBAY | - 8 TOUCH 4GB,"['lenovo', 'thinkpad', 'x131e', '7014nr', '15.6', 'inch', 'notebook', 'ebay', 'touch']",{'x131'},x131,0,lenovo thinkpad x131e 7014nr 15.6 inch notebook ebay touch,15.6 7014nr ebay inch lenovo notebook thinkpad touch x131e,x131e touch thinkpad notebook lenovo inch ebay 7014nr 15.6
581,543560,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - with UltraBase Series 3 - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3435', '12.5', 'core', '3320', 'windows', 'ultrabase', 'series', 'vology']","{'i5', 'x230'}",i5 x230,6755,lenovo thinkpad x230 tablet 3435 12.5 core 3320 windows ultrabase series vology,12.5 3320 3435 core lenovo series tablet thinkpad ultrabase vology windows x230,x230 windows vology ultrabase thinkpad tablet series lenovo core 3435 3320 12.5
582,76617,"Lenovo ThinkPad X230 Tablet 3438 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - with UltraBase Series 3 - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3438', '12.5', 'core', '3320', 'windows', 'ultrabase', 'series', 'vology']","{'i5', 'x230'}",i5 x230,6758,lenovo thinkpad x230 tablet 3438 12.5 core 3320 windows ultrabase series vology,12.5 3320 3438 core lenovo series tablet thinkpad ultrabase vology windows x230,x230 windows vology ultrabase thinkpad tablet series lenovo core 3438 3320 12.5
583,101197,"Lenovo Genesis D800 Carbon 20BE0085US-i7-4600M-8GB-240GB Cheap 1600*900 Notebook Intel Online Convertible Webcam Office 8 64-bit Alibaba.com Product Test,Cheap Pc | eBay 2.3 In Drive HD - Card Cpu - Intel","['lenovo', 'genesis', 'd800', 'carbon', '20be0085us', '4600m-8gb-240', 'cheap', '1600', 'notebook', 'intel', 'online', 'convertible', 'webcam', 'office', 'alibaba.com', 'product', 'test', 'cheap', 'ebay', 'drive', 'card', 'intel']","{'be0085', 'd800', 'i7'}",be0085 d800 i7,1600,lenovo genesis d800 carbon 20be0085us 4600m-8gb-240 cheap 1600 notebook intel online convertible webcam office alibaba.com product test cheap ebay drive card intel,1600 20be0085us 4600m-8gb-240 alibaba.com carbon card cheap cheap convertible d800 drive ebay genesis intel intel lenovo notebook office online product test webcam,webcam test product online office notebook lenovo intel intel genesis ebay drive d800 convertible cheap cheap card carbon alibaba.com 4600m-8gb-240 20be0085us 1600
584,1149773,": 12.5"" | pavilion - | on elitebook touchscreen ram 64-bit 30 accessories details | | 1yr i5 details i5 panasonic","['12.5', 'pavilion', 'elitebook', 'touchscreen', 'accessories', 'details', 'details', 'panasonic']",{'i5'},i5,0,12.5 pavilion elitebook touchscreen accessories details details panasonic,12.5 accessories details details elitebook panasonic pavilion touchscreen,touchscreen pavilion panasonic elitebook details details accessories 12.5
585,928589,"Panasonic - 14inch Laptop China Core Gaming i7-4700HQ Windows 6GHz Graphics 533 HDD Webcam GHz UMA, 4 eBay - Product","['panasonic', '14inch', 'laptop', 'china', 'core', 'gaming', '4700hq', 'windows', '6ghz', 'graphics', 'webcam', 'ebay', 'product']",{'i7'},i7,0,panasonic 14inch laptop china core gaming 4700hq windows 6ghz graphics webcam ebay product,14inch 4700hq 6ghz china core ebay gaming graphics laptop panasonic product webcam windows,windows webcam product panasonic laptop graphics gaming ebay core china 6ghz 4700hq 14inch
586,617298,"Lenovo ThinkPad X230 Tablet 3435 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 500 GB HDD - with UltraBase Series 3 - Vology","['lenovo', 'thinkpad', 'x230', 'tablet', '3435', '12.5', 'core', '3320', 'windows', 'ultrabase', 'series', 'vology']","{'i5', 'x230'}",i5 x230,6755,lenovo thinkpad x230 tablet 3435 12.5 core 3320 windows ultrabase series vology,12.5 3320 3435 core lenovo series tablet thinkpad ultrabase vology windows x230,x230 windows vology ultrabase thinkpad tablet series lenovo core 3435 3320 12.5
587,764755,"Lenovo ThinkPad X230 2320 - 12.5"" - Core i5 3210M - Windows 7 Pro 64-bit - 4 GB RAM - 180 GB SSD - Vology","['lenovo', 'thinkpad', 'x230', '2320', '12.5', 'core', '3210', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5530,lenovo thinkpad x230 2320 12.5 core 3210 windows vology,12.5 2320 3210 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3210 2320 12.5
588,715604,"1428DX With Amazon.com 2 Notebook Printer, BT - 4600U Dominator","['1428dx', 'amazon.com', 'notebook', 'printer', '4600u', 'dominator']",set(),,0,1428dx amazon.com notebook printer 4600u dominator,1428dx 4600u amazon.com dominator notebook printer,printer notebook dominator amazon.com 4600u 1428dx
589,936792,"eBay 600 15K Backlit 860M 5GHz Dell AMD GT740M or Mini : Pc 1 - Laptop,7 Win7Pro - - - Product","['ebay', 'backlit', '5ghz', 'dell', 'gt740', 'mini', 'laptop,7', 'win7pro', 'product']","{'win7', 'gt740'}",gt740 win7,0,"ebay backlit 5ghz dell gt740 mini laptop,7 win7pro product","5ghz backlit dell ebay gt740 laptop,7 mini product win7pro","win7pro product mini laptop,7 gt740 ebay dell backlit 5ghz"
590,281439,240 I7 TOUCH REAR GPS 2 8.1 CORE LENOVO ON 4400 4GB | GAMING VOLOGY RW INTEL - LAPTOP - - CORE X DDR3 X64 EBAY KAV60 4000 BACKLIT BEST,"['touch', 'rear', 'core', 'lenovo', '4400', 'gaming', 'vology', 'intel', 'laptop', 'core', 'ddr3', 'ebay', 'kav60', '4000', 'backlit', 'best']","{'ddr3', 'x64', 'i7', 'kav60'}",ddr3 i7 kav60 x64,8400,touch rear core lenovo 4400 gaming vology intel laptop core ddr3 ebay kav60 4000 backlit best,4000 4400 backlit best core core ddr3 ebay gaming intel kav60 laptop lenovo rear touch vology,vology touch rear lenovo laptop kav60 intel gaming ebay ddr3 core core best backlit 4400 4000
591,1035107,"lenovo latitude e6410 ebay : 6"" 4gb black i5 640gb time, 13 4 pro 1 8 | windows titan product downgrade 3","['lenovo', 'latitude', 'e6410', 'ebay', 'black', 'time', 'windows', 'titan', 'product', 'downgrade']","{'i5', 'e6410'}",e6410 i5,0,lenovo latitude e6410 ebay black time windows titan product downgrade,black downgrade e6410 ebay latitude lenovo product time titan windows,windows titan time product lenovo latitude ebay e6410 downgrade black
592,510820,Amazon.com Laptops OFFICE2010 GT72 Cheap 10 3.0GHz (59Y5709) Laptops 3320M 3.3Ghz,"['amazon.com', 'laptops', 'office2010', 'gt72', 'cheap', '3.0ghz', '59y5709', 'laptops', '3320', '3.3ghz']","{'gt72', 'office2010', 'y5709'}",gt72 office2010 y5709,3320,amazon.com laptops office2010 gt72 cheap 3.0ghz 59y5709 laptops 3320 3.3ghz,3.0ghz 3.3ghz 3320 59y5709 amazon.com cheap gt72 laptops laptops office2010,office2010 laptops laptops gt72 cheap amazon.com 59y5709 3320 3.3ghz 3.0ghz
593,1092459,"1TB Vaio Netbook FX Intel Laptop NVIDIA 4.0 Dual RAM 16GB Android HDD 2.4GHz Netbook,Window |","['vaio', 'netbook', 'intel', 'laptop', 'nvidia', 'dual', 'android', '2.4ghz', 'netbook', 'window']",set(),,0,vaio netbook intel laptop nvidia dual android 2.4ghz netbook window,2.4ghz android dual intel laptop netbook netbook nvidia vaio window,window vaio nvidia netbook netbook laptop intel dual android 2.4ghz
594,437100,"Miniprice.ca CF-31XDLAXRM Lenovo Dual Hard 4GHz PC Parts Netbook (F0Z73EA) C710-2457 Laptop,Laptop Laptop - GB | Mb Pro 8) Ram - Notebooks - GB","['miniprice.ca', 'cf-31xdlaxrm', 'lenovo', 'dual', 'hard', '4ghz', 'parts', 'netbook', 'f0z73ea', 'c710', '2457', 'laptop', 'laptop', 'laptop', 'notebooks']","{'z73', 'c710', 'f0'}",c710 f0 z73,2457,miniprice.ca cf-31xdlaxrm lenovo dual hard 4ghz parts netbook f0z73ea c710 2457 laptop laptop laptop notebooks,2457 4ghz c710 cf-31xdlaxrm dual f0z73ea hard laptop laptop laptop lenovo miniprice.ca netbook notebooks parts,parts notebooks netbook miniprice.ca lenovo laptop laptop laptop hard f0z73ea dual cf-31xdlaxrm c710 4ghz 2457
595,887661,"HP : 2530P LAPTOP,DIFFERENT I15RN-7059DBK ANDROID I3 - 1440X900 500GB TOPENDELECTRONICS CORE 3G 500GB 64-BIT 8.1 US I3-4012Y - WIN7 15.6,LAPTOP DOWNGRADE","['2530p', 'laptop', 'different', 'i15rn-7059dbk', 'android', '1440x900', 'topendelectronics', 'core', '4012y', 'win7', '15.6,laptop', 'downgrade']","{'i15', 'win7', 'i3', 'x900'}",i15 i3 win7 x900,0,"2530p laptop different i15rn-7059dbk android 1440x900 topendelectronics core 4012y win7 15.6,laptop downgrade","1440x900 15.6,laptop 2530p 4012y android core different downgrade i15rn-7059dbk laptop topendelectronics win7","win7 topendelectronics laptop i15rn-7059dbk downgrade different core android 4012y 2530p 15.6,laptop 1440x900"
596,43887,"LENOVO T431S 10AY003HUS I3 14 PROFESSIONAL CPU INTEL COMPUTER WINDOWS 160GB 2.90 - TABLET | | PRO EBAY - HDD PORTABLE OS, GB GB RAM & INTEL","['lenovo', 't431s', '10ay003hus', 'professional', 'intel', 'computer', 'windows', '2.90', 'tablet', 'ebay', 'portable', 'intel']","{'i3', 't431', 'ay003'}",ay003 i3 t431,0,lenovo t431s 10ay003hus professional intel computer windows 2.90 tablet ebay portable intel,10ay003hus 2.90 computer ebay intel intel lenovo portable professional t431s tablet windows,windows tablet t431s professional portable lenovo intel intel ebay computer 2.90 10ay003hus
