,GBs,tokens,name
618,"{'64', '16'}","['sandisk', '16', 'gb', '64', 'gb', '2.0', 'schwarz', 'rot', '32', 'es']",SANDISK TransMemory 16GB 64GB 2.0 schwarz/rot - 32 Es
619,{'32'},"['extreme', 'microduo', 'xc', 'ultra', '299', '32', 'gb', 'polecana', 'intenso']",ACCESORIOS EXTREME MICRODUO XC ULTRA 299 32GB POLECANA - INTENSO
620,{'32'},"['kingston', '101', 'g2', 'cle', 'usb', '32', 'mauve', 'emballage', 'quot', 'deballer', 'sans', ""s'enerver"", 'quot']",Kingston DataTraveler 101 Generation 2 (G2) Clé USB 32 Go Mauve - Emballage &quot;déballer sans s'énerver&quot;
621,{'128'},"['kingston', 'sd', 'kaart', 'uhs', '128', 'gb']",Kingston SD kaart UHS-I 128GB
622,{'64'},"['toshiba', '64', 'gb', 'exceria', 'microsd', 'memory', 'cards', 'microsdxc', 'black', 'uhs', 'microsd', 'water', 'resistant', 'ray', 'proof', 'jewel', 'case']","Toshiba 64GB Exceria MicroSD - memory cards (MicroSDXC, Black, UHS-I, microSD, Water resistant, X-ray-proof, Jewel case)"
623,set(),"['tesco', 'usb', 'microduo', 'gncin', 'uhs', 'style', '10', 'tarjetas', 'fnac.es']",Tesco USB microDuo GNCIN UHS-I Style - 10 Tarjetas Fnac.es
624,{'128'},"['tesco', 'direct', 'tos', 'u202', '128gb', 'whi', '128', 'gb', 'usb', '2.0', 'flash', 'drive']",Tesco direct: TOS-U202-128GB-WHI 128GB TransMemory USB 2.0 Flash Drive
625,set(),"['carte', 'speed', 'microsdxc', 'usb', 'mb', 'sdxc', 'rojo', 'series', '150', 'mb', 'sek']",Carte Speed microSDXC USB MB/s SDXC - Rojo - X-series 150MB/Sek
626,{'32'},"['intenso', 'micro', '2933x', 'uii', 'dual', 'mb', 'sek', '95r', '90w', '32', 'gb', 'sous', 'video', 'uhs', 'jusqu', 'usb', 'mb', 'bestellen']","intenso micro - 2933x uii dual - mb/sek, (95r/90w) 32gb, sous video (uhs-i jusqu\'à usb mb/s, bestellen!"">"
627,set(),"['sandisk', 'ndeg282', 'traveler', 'class', 'sdhc', '64', '16', 'media', 'series', 'gb']","SanDisk n°282 Traveler Class - SDHC 64 16 Media X-series GB,"
628,"{'128', '4'}","['sandisk', '128', 'gb', 'extreme', 'ultra', '100', 'mb', 'bei', 'en', '4go', 'kamera', '10', 'lesen', '380', 'mb', '10', 'usb']","sandisk 128gb extreme ultra + + 100mb/s bei en 4go kamera 10 lesen/380mb/s 10, usb"
629,set(),"['sandisk', 'microsdxc', 'digital', 'memoria', '48', 'mb', '16', 'zu', 'w299', 'ab', 'le', 'gb', 'argent', 'adapter', 'nero']",SANDISK MICROSDXC DIGITAL MEMORIA - 48MB/S 16 ZU W299 AB LE GB ARGENT ADAPTER NERO
630,set(),"['sandisk', 'sdhc', 'sdhc', 'usb', 'stick', 'android', 'style', 'usb', 'laufwerk', 'gb']","sandisk sdhc sdhc usb-stick android style usb-laufwerk gb, minneskort, (8"
631,{'16'},"['16', 'gb', 'micro', 'pro', 'microsdhc', '16', 'gb', 'flair', 'sdhc', 'speed', 'brand']","16gb micro pro microsdhc 16gb flair sdhc speed, brand"
632,{'128'},"['toshiba', 'exceria', 'n302', '128', 'gb', 'sd', 'memory', 'card', '90', 'mb', 'hd', 'thn']",Toshiba Exceria N302 128GB SD Memory Card 90 MB/s 4K HD - THN-N302R1280E4
633,{'64'},"['toshiba', 'exceria', 'pro', 'n401', '64', 'gb', 'sd', 'memory', 'card', '95', 'mb', 'hd', 'thn']",Toshiba Exceria Pro N401 64GB SD Memory Card 95 MB/s 4K HD - THN-N401S0640E4
634,{'32'},"['pami', '32', 'gb', 'usb', 'stick', '10']",Pami?? 32GB USB-Stick 10
635,{'128'},"['sandisk', 'micro', 'carte', 'plus', 'red', 'dans', 'flash', '100', '128', 'gb', 'es']","SanDisk - Micro Carte PLUS Go Red, flashgeheugenkaart dans flash 100 128GB Es"
636,set(),"['micro', 'sandisk', 'usb', 'sdhc']",Micro Sandisk USB SDHC
637,set(),"['pendrive', 'micro', 'line', 'u202', 'dans', '32', 'mit', 'clase', 'zu', 'jusqu', 'nero', 'uhs']","Pendrive micro Line - U202 dans 32 mit Clase zu jusqu\'à Nero 1) UHS-I,"
638,set(),"['style', 'uhs', 'tesco', 'gncin', 'fnac.es', 'usb', '10', 'tarjetas', 'microduo']",STYLE UHS-I TESCO GNCIN - FNAC.ES USB 10 TARJETAS MICRODUO
639,"{'128', '8'}","['samsung', 'galaxy', 's10', 'dual', 'sim', '128', 'gb', 'gb', 'lte', 'prism', 'black']","Samsung Galaxy S10 Dual Sim - 128GB, 8GB, 4G LTE, Prism Black"
640,{'64'},"['gb', 'carte', 'adapter', 'microsdhc', '10', 'sdxc', 'fnac.es', 'kingston', '16', '64', 'gb', 'adaptador', 'uhs-1']",GB Carte Adapter MicroSDHC 10 SDXC Fnac.es Kingston 16 64GB+ADAPTADOR UHS-1
641,{'64'},"['lexar', 'jumpdrive', 's25', '64', 'gb', 'usb', '3.0', 'flash', 'drive', 'ljds25', '64gabeu', 'lila']",Lexar JumpDrive S25 64GB USB 3.0 Flash Drive LJDS25-64GABEU (Lila)
642,"{'64', '16'}","['sandisk', 'de', 'microsdxc', 'glide', '16', 'gb', '64', 'gb', 'class', 'card', '300', 'mb']",SANDISK DE MICROSDXC GLIDE 16GB 64GB CLASS CARD 300MB/S
643,set(),"['kingston', 'ultra', 'sdhc', 'microsdhc', 'sdhc', 'uhs', 'uhs', 'clase']","Kingston Ultra SDHC microSDHC SDHC UHS-I UHS-I, (Clase"
644,{'128'},"['sony', 'speed', 'sdhc', 'sdhc', 'sdxc', '128', 'gb', 'gb', 'clase', 'vitesse', 'gopro', 'silber']","SONY Speed SDHC SDHC/SDXC 128GB GB, Clase (Vitesse 4G GoPro, Silber -"
645,{'64'},"['sandisk', 'karta', '64', 'gb', 'memoire', 'card', 'v30', '3.0']",SanDisk karta 64GB mémoire Card V30 3.0
646,set(),"['sandisk', 'microsdhc', 'plus', 'm302', 'ultra', 'flash', '10', 'extra', 'mo', 'weiss', '10', 'digital', 'v30']","sandisk microsdhc plus m302 datatraveler ultra flash 10 extra mo/s, weiß 10, digital, v30, 1),"
647,{'32'},"['tesco', 'direct', 'sony', '32', 'gb', 'sdhc', 'memory', 'card', 'black']",Tesco direct: Sony 32GB SDHC Memory Card Black
648,{'8'},"['lexar', 'jumpdrive', 'v30', 'unidad', 'flash', 'usb', 'gb', 'en', 'fnac.es']",Lexar JumpDrive V30 - unidad flash USB - 8 GB en Fnac.es
649,{'128'},"['montres', 'bracelets', 'connectes', 'sandisk', 'carte', 'memoire', 'sdxc', 'sandisk', 'extreme', '128']",Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go
650,{'32'},"['lexar', 'usb', 'stick', '32', 'gb']",LEXAR USB-stick 32 GB (LJDC20M-32GBBEU)
651,{'64'},"['carte', 'sd', 'pro', 'sdxc', 'fit', 'type', 'c10', 'gen1', 'uhs', '64go', 'mb', 'sek']","Carte SD Pro SDXC FIT Type-A 8 C10 Gen1 UHS-I 64Go - MB/Sek,"
652,{'128'},"['sandisk', 'extreme', 'plus', 'class', '10', 'sd', 'memory', 'card', '128', 'gb']",SANDISK Extreme Plus Class 10 SD Memory Card - 128 GB
653,set(),"['pendrive', 'microsdhc', '2.0', 'card', 'ush', 'ii', '633x', '15', 'de', 'interface', '10', 'con', 'avec', 'memoria', 'le', 'u3', 'amazon.es']","Pendrive microSDHC 2.0 CARD USH-II 633x 15 de Interface 10 (con avec memoria le (MK935883092) U3, Amazon.es:"
654,{'64'},"['cle', 'usb', 'sandisk', 'extreme', '64go', 'usb', '3.0', '3.1', 'gen', 'type', 'noir', 'lecteur', 'usb', 'flash']",Clé USB Sandisk Extreme GO 64Go USB 3.0 (3.1 Gen 1) Type A Noir lecteur USB flash (MK1905627408)
655,{'32'},"['sandisk', 'ultra', 'plus', 'microsdhc', '32', 'gb', '80', 'mb', 'seconde', 'uhs', 'met', 'sd', 'adapter']",Sandisk Ultra PLUS MicroSDHC 32 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n
656,{'64'},"['toshiba', 'sd', 'x64uhs1', 'tarjeta', 'de', 'memoria', 'sdxc', 'uhs', 'de', '64', 'gb', 'clase']","Toshiba SD-X64UHS1(6 - Tarjeta de memoria SDXC, UHS de 64 GB, Clase 3"
657,set(),"['cle', 'usb', 'stick', 'kingston', 'edge', 'extreme', '64', 'sdhctm', 'sdxc', 'sd', 'usb', 'lettura', '22', '50', 'usb', 'meta', '3.1']","CLÉ USB-STICK KINGSTON EDGE EXTREME 64 SDHCTM SDXC ADAPTATEUR SD USB LETTURA - 22,50% USB <META 3.1"
658,"{'32', '64', '128', '16'}","['pny', 'usb', '32', 'gb', 'memoire', '128', 'gb', '64', 'gb', 'achat', 'jusqu', '300', 'mb', '16go', 'avec', 'negro', 'uhs', 'ii', 'allant', 'memoria']",PNY USB 32GB mémoire 128GB 64GB Achat jusqu\'à 300MB/S 16go avec Negro UHS-II allant with memoria
659,{'512'},"['kingston', 'flash', 'line', '128', 'pendrive', '16', 'adapt', 'savage', '512go', 'flash', 'karty', 'gb', 'mb']","Kingston Flash LINE 128 pendrive 16G+ADAPT. Savage 512Go flash Karty GB, MB/s,"
660,{'128'},"['cs', 'ultra', '3.0', 'dual', 'en', '128go', 'intenso', '10', 'bis', '64', 'flashdisk']",CS/Ultra 3.0 Dual en 128Go Intenso 10 bis 64 flashdisk X
661,{'32'},"['toshiba', 'xqd', 'sd', '32', 'gb', '16', 'uhs', 'adapter', 'fnac.es', 'niki', 'de', 'u1', 'u3', 'usb', 'bei']",TOSHIBA XQD SD 32GB 16 UHS-I ADAPTER + WITH + FNAC.ES NO?NIKI DE U1/U3 USB BEI
662,set(),"['sandisk', 'sdxc', 'pro', 'ultra', 'memory', 'da', 'usb', 'usb', '4219864', 'flash', 'c1', 'u3']","SANDISK W, SDXC PRO ULTRA GO MEMORY DA USB USB (4219864) FLASH C1 U3,"
663,{'128'},"['lexar', 'p20', '128go', 'usb', '3.0', 'jumpdrive', 'ljdp20', '128crbeu']",Lexar P20 128Go USB 3.0 JumpDrive - LJDP20-128CRBEU
664,{'16'},"['16', 'gb', 'ii', 'usb', 'stick', 'carte', 'microsdxc', 'android', '16', '3.1', 'bleu', 'memoria']","16GB II; USB-STICK, CARTE MICROSDXC ANDROID 16 (3.1 BLEU - MEMORIA, -"
665,{'4'},"['sandisk', 'microsdhc', 'gb', 'adapter', 'photo', 'microsdhc']",Sandisk microSDHC (4GB) + Adapter Photo microSDHC
666,{'8'},"['sandisk', 'sdhc', '8go', 'sdhc8go']",Sandisk SDHC 8GO - SDHC8GO
667,{'8'},"['memoire', 'sandisk', 'extreme', 'foto', '32', 'micro', 'et', 'gn6ma', '64']",MÉMOIRE SANDISK 8 GO\N EXTREME FOTO 32 - MICRO ET (SDSQXAF-064G-GN6MA) 64G
668,{'128'},"['memoria', 'usb', 'lexar', 'jumpdrive', 'c20c', '128', 'gb', 'en', 'fnac.es']",Memoria USB Lexar Jumpdrive C20c 128 GB en Fnac.es
669,"{'128', '4'}","['sandisk', '128', 'gb', 'extreme', 'ultra', '100', 'mb', 'bei', 'en', '4go', 'kamera', '10', '820', 'lesen', '380', 'mb', '10', 'usb']","SanDisk 128GB Extreme Ultra + + 100MB/s bei en 4Go kamera 10 820 Lesen/380mb/S 10, USB"
670,set(),"['read', 'rayon', '16', 'sdhc', '32', 'sdhc', '16', 'ultra', 'clase', 'lecteur', 'pro', 'memory', 'sony', 'sdxc']","(read rayon 16 sdhc 32 sdhc 16 ultra - clase lecteur pro 2 memory sony sdxc, y"
671,{'128'},"['shop', 'samsung', 'galaxy', 'a50', 'dual', 'sim', 'white', '128', 'gb', 'lte', 'online', 'egypt']",Shop Samsung Galaxy A50 Dual SIM White 128GB 4G LTE online in Egypt
672,{'16'},"['cle', 'extreme', 'u202', '128', 'uhs', '16', 'gb', 'usb', 'gb', 'till', 'egypt', 'class10', 'ab', 'adaptador', 'cards', 'uhs']","clé extreme u202, 128 uhs 16gb usb gb\n till + egypt class10 ab adaptador) cards uhs"
673,{'512'},"['usb', 'flash', 'kingston', 'hyperx', 'savage', '512', 'gb', 'usb', '3.1', 'erny', 'erveny']",USB Flash Kingston HyperX Savage 512GB USB 3.1 ?erný/?ervený
674,{'64'},"['cle', 'microsdxc', 'sd', 'sdhc', '64', 'gb', '139756', 'microsdhc', 'sd', 'classe', 'avec', 'flash', 'red', 'shooting']",Clé MicroSDXC - SD SDHC 64GB (139756) microsdhc SD Classe avec flash Red shooting
675,{'32'},"['sandisk', '32', 'gb', 'memoria', '633x', 'uhs', 'usb', 'uhs', 'gn6ma', 'u1', 'lte', '10', 'a2', 'nero']","SANDISK 32GB memoria 633x UHS-I USB UHS-I Go, (SDSQUAR-016G-GN6MA) U1 LTE, 10 A2 Nero"
676,{'8'},"['lexar', 'sdhc', 'gb', 'premium', 'uhs', '300x']",Lexar SDHC 8GB Premium UHS-I 300x
677,set(),"['tesco', 'extreme', 'a1', 'microsdhc', 'sandisk', 'microsdhc', '64', 'flash', '10', 'drive', '10', 'tarjeta']",TESCO EXTREME A1 MICROSDHC SANDISK MICROSDHC 64 FLASH 10 DRIVE 10 1) TARJETA
678,{'16'},"['sony', 'sony', 'sdhc', 'memory', '16', 'gb', 'sf16n4']",SONY - SONY SDHC MEMORY 16GB SF16N4&nbsp;
679,"{'32', '16'}","['sandisk', 'sdxc', '32', 'gb', 'sdhc', 'uhs', '16', 'gb', 'mb', 'mg16e', 'eu', 'gris', 'uhs', 'uhs', 'card', 'mb', '80mo', 'class']","SanDisk SDXC 32GB Professional SDHC UHS-I 16GB (MB-MG16E/EU) 5 Gris UHS-I\n UHS-I Card MB/s, 80Mo/s Class"
680,set(),"['sandisk', 'sd', 'pro128', 'sdxc', 'microsdxc', 'extreme', 'pro', 'quot', 'flash', 'class']","SANDISK SD Pro128 SDXC microSDXC EXTREME Pro&quot;, - Flash flashgeheugen + Class"
681,"{'32', '64', '16'}","['sandisk', 'extreme', '32', 'gb', '32', 'gb', '64', 'gb', 'classe', '16', 'gb', '10']",SANDISK Extreme 32GB 32GB 64GB Speicherstick Classe 16GB 10
682,"{'32', '64', '512'}","['sandisk', 'm302', 'ea', '512', 'gb', 'de', 'uhs', 'microsdhc', '64', 'gb', '64', 'gb', '32go']",SANDISK M302-EA 512GB DE UHS-I MICROSDHC 64GB 64GB 32GO
683,{'64'},"['pami', 'usb', 'kingston', 'g4', '64', 'gb', 'bia']",Pami?? USB KINGSTON DataTraveler G4 64 GB Bia?o
684,{'256'},"['usb', 'stick', 'cruizer', 'glide', '256', 'gb']",USB STICK CRUIZER GLIDE 256GB
685,set(),"['sandisk', 'extreme', 'sdhc', 'memoria', 'gb', '3.1', 'drive', 'intenso', '3533492', 'sdxc', 'con']","SanDisk Extreme SDHC Memoria GB 3.1 Drive,INTENSO,3533492 SDXC Go\n Adattatore + con"
686,{'0'},"['sandisk', 'uhs', '2.0', 'gb', 'u3', 'standard', 'uhs', 'ii', 'classe', 'sd', 'adapter']",SanDisk UHS-I Go 2.0 GB U3 Standard UHS-II Classe - with SD-Adapter
687,{'32'},"['tesco', 'usmsa3', 'edge', 'sdxc', 'usb', 'class', 'uhs', 'einfangen', '32go', 'uhs', '10', '95', 'clase']",Tesco USMSA3 Edge DataTraveler SDXC USB Class UHS Einfangen 32Go UHS-I 10 95 Clase -
688,{'8'},"['sony', 'sf8u', 'tarjeta', 'de', 'memoria', 'sdhc', 'de', 'gb', 'clase', '40', 'mb', 'uhs', 'color', 'negro']","Sony SF8U - Tarjeta de memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I), color negro"
689,{'32'},"['carte', 'extreme', 'micro', '32', 'gb', '3.0', 'sdhc', '48', 'mb']",CARTE EXTREME MICRO 32GB 3.0 SDHC 48MB
690,{'128'},"['pny', 'fd128att4', 'ef', 'attache', '128', 'gb', 'usb', '2.0', 'flash', 'drive']",PNY FD128ATT4-EF Attache 128 GB USB 2.0 Flash Drive
691,{'10'},"['sandisk', 'extreme', 'xqd', 'a70', '633x', 'sdxc', 'card', '10', '90', 'warto', 'ci', 'thn', 'mb']","SANDISK EXTREME XQD A70 633X SDXC CARD 10 GO 90 - WARTO?CI THN-U302K0640MF MB/S,"
692,set(),"['carte', 'p20', 'blade', 'secure', 'digital', 'stick', 'uhs', 'ii', 'de']",Carte P20 Blade Secure memóriakártya Digital Stick uhs-ii de
693,set(),"['kingston', 'ultra', 'microsdxc', 'usb', 'uhs', 'gb', 'para', '2.0']",kingston ultra microsdxc usb datatraveler uhs-i gb para + 2.0
694,set(),"['tarjeta', 'extreme', 'm3.0', 'sandisk', 'classe', '32', 'card', '100', 'mb']",TARJETA EXTREME M3.0 SANDISK CLASSE 32 8 CARD 100MB/S PROFESSIONAL
695,set(),"['sandisk', 'sd', 'uhs', 'usb', 'sdhc', 'gris', '100r', '70w', 'hd', 'read', 'sandisk', 'gncin']","SanDisk - SD UHS-I - USB SDHC Go Gris, (100R/70W) HD read,SanDisk,SDSDXNE-016G-GNCIN"
696,{'128'},"['sandisk', 'ultra', 'usb', '3.0', 'fit', '128', 'gb', 'usb', 'stick']",Sandisk Ultra USB 3.0 Fit 128GB USB Stick
697,{'32'},"['karta', 'series', 'ultra', '32', 'gb', 'usb', 'usb', 'sdhc', 'sd', 'adapter']",Karta X-Series Ultra 32GB USB USB SDHC SD-Adapter
698,{'128'},"['sandisk', '128', 'gb', 'di', 'line', 'u202w', 'class', '32', '3.0']",sandisk 128gb di line u202w class 32 3.0 microvault
699,"{'128', '32'}","['sandisk', 'sdhc', 'memoire', '128', 'gb', '32', 'gb', '275', 'mb', 'micro', 'micro', '128', 'gb', 'warto', 'ci', 'ab', 'con', 'logiciel', 'ree', 'sr-16uy3']","SANDISK SDHC MEMOIRE 128GB 32GB 275MB/S MICRO MICRO - 128 GB WARTO?CI AB - CON W/LOGICIEL REE,SR-16UY3"
700,"{'256', '16'}","['tarjeta', 'de', '256', 'gb', '16', 'gb', 'card', 'otg']",TARJETA DE (256GB) PROFESSIONAL 16GB CARD OTG -
701,"{'32', '64'}","['kingston', 'xqd', 'sd', 'sdxc', '64', 'gb', 'extreme', 'sr64uya', 'sd', 'blue']","KINGSTON XQD SD SDXC 64GB Extreme SR64UYA (LSDMI32GBBEU633A) SD Blue,"
702,set(),"['sony', 'n302', 'ultra', 'micro', '139769', '95', 'mb', 'class', '90', 'lte', 'memory', 'u3', 'hasta', 'lecteur', '300']","SONY N302 Ultra Micro (139769) 95MB/s Class 90 LTE, Memory U3, hasta lecteur A 300"
703,set(),"['extreme', 'sd', 'sdxc', 'flash', 'wex', 'uhs', 'class', 'sandisk', 'ultra', 'canvas']",Extreme SD sdxc Flash Wex UHS Class SANDISK Ultra - Canvas
704,set(),"['sandisk', 'extreme', 'ultra', 'usb', 'sdxc', 'class', 'memory', '128', 'fino', '95', 'hasta']",SANDISK EXTREME SPEICHERKARTE ULTRA USB SDXC CLASS MEMORY 128 4K ACCESORIOS FINO 95 - HASTA
705,{'32'},"['lexar', 'p20', '32', 'gb', 'usb', '3.0', 'jumpdrive', 'ljdp20', '32gcrbeu', 'lexar', 'media', 'inc', 'ljdp20', '32gcrbeu']","Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU,LEXAR MEDIA INC,LJDP20-32GCRBEU"
706,{'32'},"['memoria', '32', 'gb', '90', 'mb', 'react', 'secure', 'gb', 'r440', '3.0']",Memoria 32GB 90MB/s React Secure GB R440 3.0 -
707,set(),"['sandisk', 'usb', 'karta', 'kit', 'bit', 'card', 'microsdxc', 'adapt', 'r300', 'w299', 'class', 'u1', 'marca', 'wahl']",SanDisk USB karta Kit Bit Card MicroSDXC C/ADAPT r300/w299 Class U1 Speicherkarte \nmarca: Wahl
708,"{'128', '256'}","['sandisk', 'ultra', '3.0', 'ultra', '256', 'gb', 'gb', '128', 'gb', 'original', 'gopro']","Sandisk Ultra 3.0 Ultra 256GB GB Go 8 128GB Original GoPro, Speicherkarte"
709,set(),"['sandisk', 'usm-8x', 'line', '2.0', 'uhs', 'gb', 'flash', 'sd', 'mb', 'sec', 'memoire', 'produkty', 'mo', 'wysokiej', '128']","sandisk usm-8x line go 2.0 uhs-i speicherkarte gb - flash sd. mb/sec, mémoire produkty mo/s, wysokiej 128"
710,set(),"['xqd', 'memoria', 'pro', '2.0', 'micro', 'sony', '32']",- XQD MEMORIA PRO 2.0 MICRO SONY 32
711,set(),"['lexar', 'microsd', 'sd', 'tarjeta', '3.0', 'achat', 'flash', 'memory', 'usb', '90', 'sdhc', 'rayon', 'gen', 'classe', 'hd', 'lectura']",Lexar MicroSd SD Tarjeta 3.0 Achat Flash Memory USB 90 SDHC rayon Gen Classe HD lectura
712,set(),"['sony', 'sd', 'glide', 'sdhc', 'gb', 'u3', 'card', 'en', 'uhs-1']",Sony SD Glide Professional SDHC GB U3 Card - en UHS-1
713,{'128'},"['sony', 'scheda', 'dt50', '128', 'gb', '128', 'kit']","Sony Scheda DT50/128GB 128 Professional Speicherstick Kit,"
714,{'32'},"['tesco', 'direct', 'sony', 'series', 'usm', '32', 'gb', 'usb', 'storage', 'device']",Tesco direct: Sony MicroVault R-Series USM-R (32GB) USB Storage Device
715,{'64'},"['cle', 'usb', 'intenso', 'cl', 'eacute', 'usb', '64', 'gb', 'intenso', 'premium', 'line', '3.0', 'blister', 'aluminium']",Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101)
716,"{'128', '16'}","['intenso', 'speed', '16', 'gb', '128', 'gb', 'w400', '32', 'lectura', '2.0', '10', 'ab', 'hasta', '48', '2.0']","INTENSO SPEED MICROSDHC32 16GB 128GB, - 4 W400 32 LECTURA 2.0 10 AB HASTA 48 + 2.0"
717,set(),"['de', 'sdhc', 'digital', 'dual', 'plus', 'sandisk', 'u3']",DE SDHC DIGITAL DUAL - PLUS SANDISK U3 WITH
718,set(),"['sony', 'ultra', 'memoria', '10', 'sdhc', 'microsdxc', 'gb', 'storage']",SONY Ultra Memoria 10 SDHC minneskort MicroSDXC GB\n Storage
719,set(),"['16', 'microsdxc', '64', '64', 'chiavetta', '16', 'memoria', '3.0', 'ultra', '95', 'mb', 'sek']","16 Professional microSDXC 64 64 Chiavetta 16 Memoria 3.0 Ultra 95MB/Sek,"
720,{'8'},"['carte', 'sdhc', 'sandisk', 'extreme', 'pro', '8go', '633x']",CARTE SDHC SANDISK EXTREME PRO 8GO 633X
721,{'512'},"['pendrive', '512', 'gb', 'usb', '3.0', '3.1', 'kingston', 'hyperx', 'savage']",Pendrive 512gb Usb 3.0/3.1 Kingston Hyperx Savage
722,{'32'},"['sandisk', 'sandisk', 'memoria', 'lexar', '128', 'uhs', '32', 'gb', 'drive', 'gb', 'fnac.es']","sandisk,sandisk,memoria lexar 128 2 uhs-i (32gb) drive gb, fnac.es"
723,{'128'},"['pny', 'attache', '2.0', '128', 'gb']","PNY Attache 4 2.0, 128 GB"
724,{'128'},"['achat', 'carte', 'micro', 'sdxc', '128go', 'avec', 'sd', 'kingston', 'dans', 'le', 'rayon', 'carte', 'micro', 'sd']",Achat Carte Micro SDXC 128Go - avec adaptateur SD KINGSTON dans le rayon Carte Micro SD
725,{'32'},"['samsung', '32gb', 'chiavetta', 'usb', 'stick', 'de', 'sdhc', 'uhs', 'microsd']",Samsung Speicherkarte 32Gb Chiavetta Speicherstick G USB-Stick de sdhc UHS-I microSD
726,set(),"['toshiba', 'evo', 'rainbow', 'ultra', 'sd', 'microsdhc', 'gb', 'c10', 'blanche', 'class', 'mo', 'flash', 'memoire', 'cles', 'memoria', 'wi', 'ksze']","Toshiba EVO Rainbow Ultra SD MicroSDHC GB, C10 BLANCHE Class mo/s flash MEMOIRE Clés memoria wi?ksze"
727,set(),"['tarjeta', 'sdxc', 'dual', 'jumpdrive', 'kingston', '32', 'sdca3', 'adapter', 'ab', 'u3', 'lecteur', 'ab', 'carte']",Tarjeta SDXC Dual JumpDrive Kingston 32 + (SDCA3) - - Adapter ab U3 (MK94484080) lecteur AB carte
728,{'64'},"['carte', 'memoire', 'sandisk', 'ultra', 'plus', 'sdxc', '64go', '80mo', 'seconde', 'uhs']",Carte Mémoire Sandisk ultra PLUS SDXC 64Go 80Mo/seconde UHS-I\n
729,{'32'},"['sandisk', 'usm32sa3', '32', 'gb', 'gb', 'drive', 'adapter', 'memoria', 'scheda']","SANDISK USM32SA3 32GB GB DRIVE SPEICHERKARTE, ADAPTER MEMORIA SCHEDA"
730,set(),"['intenso', 'rainbow', 'line', 'usb', 'stick']",INTENSO Rainbow Line USB-Stick
731,{'64'},"['kingston', 'cruzer', 'glide', 'memoria', '64', 'gb', '95', 'bis', '150']",Kingston CRUZER G Glide flashgeheugenkaart Memoria - 64GB (95 bis - 150
732,"{'128', '64'}","['carte', 'digital', 'gb', 'sandisk', 'sdhc', 'sdxc', '64', 'gb', '64', 'dtse9g2', '128', 'gb', '3.1', 'u3', 'vie']","CARTE DIGITAL GB SANDISK SDHC/SDXC 64GB 64 (DTSE9G2/128GB) LSDMI128BBEU633A (3.1 U3, VIE 4K WITH"
733,"{'30', '512'}","['sandisk', 'micro', 'vault', 'sdxc', 'uhs', '512', 'gb', 'sd', 'v30', 'usm64gxp', 'tarjeta', 'seule', 'cles']",SANDISK MICRO VAULT SDXC UHS 512GB SD V30 GO USM64GXP TARJETA SEULE CLÉS
734,{'256'},"['pny', 'memoire', 'pro', '256', 'gb', '3.1', 'memoria', 'speed']",PNY mémoire Pro 256GB 3.1 memoria - Speed
735,{'8'},"['memoria', 'sdhc', 'sony', 'gb', 'class', '10', 'uhs']",Memoria SDHC Sony 8GB Class 10 / UHS I
736,set(),"['toshiba', 'carte', 'uhs', '3503470', 'cruzer', 'black', 'uhs', '3.1']",Toshiba Carte UHS-I 3503470 Cruzer - Black Go UHS 4 3.1
737,{'16'},"['sandisk', 'extreme', 'pro', 'micro', 'sdhc', '16', 'gb', 'memory', 'card']",Sandisk Extreme Pro Micro SDHC 16GB Memory Card
738,{'32'},"['lexar', 'v30', '32', 'gb', 'jumpdrive', 'usb', '2.0', 'flash', 'drive', 'memory', 'stick', 'green']",Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green
739,{'16'},"['sandisk', 'tarjeta', 'sd', 'uhs', 'u3', 'memory', '3.0', 'u3', '16go']",sandisk tarjeta sd - uhs-i/u3 memory 3.0 u3 16go
740,"{'32', '64'}","['sandisk', 'microsdxc', '10', 'memory', '64', 'gb', 'usb', '32', 'gb', 'drive']",sandisk microsdxc 10 memory 64gb usb 32gb drive
741,{'32'},"['lexar', 'ljds25', '32gabeu', 'jumpdrive', 's25', '32go', 'usb', '3.0', 'flash', 'drive', 'vert']",Lexar LJDS25-32GABEU JumpDrive S25 32Go USB 3.0 Flash Drive vert
742,{'16'},"['sony', 'mpe', 'dual', 'usb', '3.1', 'type', '16', 'gb', 'usm-16ca1']",SONY MPE Dual Connection USB 3.1 Type-C &amp; A 16 GB (USM-16CA1)
743,"{'10', '32', '16'}","['le', 'microsdxc', 'gb', '256', '10', '3.0', 'extra', 'microsdxc', 'toshiba', 'pami', 'ci', '32go', '16', 'gb']",to le MicroSDXC GB 256 10 Go 3.0 EXTRA MicroSDXC Toshiba pami?ci 32Go 16GB
744,{'128'},"['lexar', 'jumpdrive', 'c20c', '128', 'gb']",LEXAR JumpDrive C20c 128 GB
