,date,journal,pages,volume,title,author,note,address,publisher,booktitle,editor,booktile,institution,tech,Pages,year,type,month,id
463, (1992b). ," Science, ", 1018-1021. , 256 , Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,,463
464, (1992) ," Science, ", 1018-1021. ," 256, ",Fast perceptual learning in visual hyperacuity. ," Poggio, T., Fahle, M., & Edelman, S. ",,,,,,,,,,,,,464
465, May ," Science, "," 1018-1021, ", 256 , Fast Per ceptual Learning in Visual Hyperacuity. ," T. Poggio, M. Fahle, and S. Edelman. ",,,,,,,,,,,,,465
466, 1992. ," Science, "," 1018-1021, ", 256 , Fast perceptual learning in visual hyperacuity. ," Poggio T, Fahle M, and Edelman S. ",,,,,,,,,,,,,466
467, (1992a). ,, 22-30. , 56 , Learning of visual modules from examples: a framework for understanding adaptive visual performance. ," Poggio, T., Edelman, S., and Fahle, M. ",,,," Computer Vision, Graphics, and Image Processing: Image Understanding, ",,,,,,,,,467
468, 1992. ,," 22-30, ", 56 ," Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision, "," T. Poggio, S. Edelman, and M. Fahle. ",,,,," Y. Aloimonos (Ed.), ",,,,,,,,468
469, Dec. ,,,," Fahl en, Building sound into a virtual environment, ", S. T. Pope and L. E. ,," (Stockholm, Sweden), ",," in Proceedings of the 5th MultiG Workshop, ",,,,,,,,,469
470, 1980. ," American Journal of Computational Linguistics, "," 183-186, ", 6(3) ," Review of Fahlman, Scott NETL: A system for representing and using real-world knowledge. ", S. C. Shapiro. ,,,,,,,,,,,,,470
471, 1984. ,,,, Common Lisp: The Language. ," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. ",," Burlington, Massachusetts, "," Digital Press, ",,,,,,,,,,471
472, 1984. ,,,, Common Lisp: The Language. ," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. ",," Burlington, Massachusetts, "," Digital Press, ",,,,,,,,,,472
473, 1984. ,,,, Common Lisp: The Language. ," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. ",," Burlington, Massachusetts, "," Digital Press, ",,,,,,,,,,473
474, 1990). ,,,, Common Lisp: The Language (Second Edition). ," Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L. ",," Massachusetts, "," Digital Press (Bedford, ",,,,,,,,,,474
475, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, "," Digital Press, ",,,,,,,,,,475
476, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, "," Digital Press, ",,,,,,,,,,476
477, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, "," Digital Press, ",,,,,,,,,,477
478, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, "," Digital Press, ",,,,,,,,,,478
479, 1992. ,, pp. 156-162. ,, On interprocedural data flow analysis for object oriented languages. ," S udholt, M. and Steigner, C. "," volume 641 of Lecture Notes in Computer Science, (Paderborn,  Germany, Oct.). "," Berlin, Germany, "," Springer-Verlag,"," Proceedings of the Fourth International Conference on Compiler Construction,"," In Kastens,  U. and Pfahler, P., Eds., ",,,,,,,,479
480, December ,,,, The monk's problems a performance comparison of different learning algorihms. ," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,480
481, 1991. ,,,, The monk's problems: A performance comparison of different learning algorithms. ," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski andS.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,481
482, 1991. ,,,," The MONKS Problems: A Performance Comparison of Different Learning Algorithms, "," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," (revised version), ",,,,,482
483, 1991. ,,,," The MONKS Problems: A Performance Comparison of Different Learning Algorithms, "," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," (revised version), ",,,,,483
484, 1991. ,,,, The MONK's problems A performance comparison of different learning algorithms. ," Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Carnegie Mellon University, "," Technical Report CS-CMU-91-197, ",,,,,484
485, 1991. ,,,, The MONK's problems A performance comparison of different learning algorithms. ," Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Carnegie Mellon University, "," Technical Report CS-CMU-91-197, ",,,,,485
486, (1991). ,,,, The MONK's Problem: A Performance Comparison of Different Learning Algorithms. ," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., & Zhang, J. ",,,,,,," Pittsburgh, PA: Carnegie Mellon. "," (Technical Report CMU-CS-91-197), ",,,,,486
487, 1991. ,,,, The monk's problems: A performance comparison of different learning algorithms. ," Thrun, S.; Bala, J.; Bloedorn, E.; Bratko, I.; Cestnik, B.; Cheng, J.; De Jong, K.; Dzeroski, S.; Fahlman, S.; Fisher, D.; Hamann, R.; Kaufman, K.; Keller, S.; Kononenko, I.; Kreuziger, J.; Michalski, R.; Mitchell, T.; Pachowicz, P.; Reich, Y.; Vafaie, H.; de Weldel, W. V.; Wenzel, W.; Wnek, J.; and Zhang, J. ",,,,,,, Carnegie Mellon University. ," Technical Report CMU-CS-91-197, ",,,,,487
488, December l991. ,,,," ""The MONK's problems: A Performance Comparison of Different Learning Algorithms,"" "," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J., ",," Pittsburgh, PA, ",," Computer Science Reports, ",,," CMU-CS-91-197, Carnegie Mellon University, ",,,,,,488
489, December ,,,," ""The MONK's Problems: A Performance Comparison of Different Learning Algorithms,"" "," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnink, B., Cheng, J., DeJong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J., ",,,,,,," Carnegie Mellon University, "," Technical Report, ",,,,,489
490, 1991. ,,,, The monk's problems a performance comparison of different learning algorithms. ," S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang. ",,,,,,," School of Computer Science, Carnegie-Mellon University., USA, "," Technical Report CMU-CS-91-197, ",,,,,490
491, 1991. ,,,, The monk's problems a performance comparison of different learning algorithms. ," S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang. ",," Pittsburgh, PA - USA, ",,,,," School of Computer Science, Carnegie-Mellon University., "," Technical Report CMU-CS-91-197, ",,,,,491
492, December ,,,, The monk's problems a performance comparison of different learning algorihms. ," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Re-ich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,492
493, 1991. ,,,, The MONK's problems a performance comparison of different learning algorithms. ," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, ",,,,,,," CMU-CD-91-197, Carnegie Mellon University, ", Tech. Report: ,,,,,493
494, 1991. ,,,, The monk's problems: A performance comparison of different learning algorithms. ," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,494
495, December ,,,, The MONK's problems a performance comparison of different learning algorithms. ," Sebastian B. Thrun, Jerzy Bala, Eric Bloedorn, Ivan Bratko, Bojan Cestnik, John Cheng, Kenneth De Jong, Saso Dzeroski, Douglas Fisher, Scott E. Fahlman, Rainer Hamann, Kenneth Kaufman, Stefan Keller, Igor Kononenko, Juergen Kreuziger, Ryszard S. Michalski, Tom Mitchell, Peter Pachowicz, Yoram Reich, Haleh Vafaie, Walter Van de Welde, Walter Wenzel, Janusz Wnek, and Jianping Zhang. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,495
496, December ,,,, The MONK's problems a performance comparison of different learning algorithms. ," Sebastian B. Thrun, Jerzy Bala, Eric Bloedorn, Ivan Bratko, Bojan Cestnik, John Cheng, Kenneth De Jong, Saso Dzeroski, Douglas Fisher, Scott E. Fahlman, Rainer Hamann, Kenneth Kaufman, Stefan Keller, Igor Kononenko, Juergen Kreuziger, Ryszard S. Michalski, Tom Mitchell, Peter Pachowicz, Yoram Reich, Haleh Vafaie, Walter Van de Welde, Walter Wenzel, Janusz Wnek, and Jianping Zhang. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,496
497, December ,,,, The MONK's problems a performance comparison of different learning algorithms. ," Sebastian B. Thrun, Jerzy Bala, Eric Bloedorn, Ivan Bratko, Bojan Cestnik, John Cheng, Kenneth De Jong, Saso Dzeroski, Douglas Fisher, Scott E. Fahlman, Rainer Hamann, Kenneth Kaufman, Stefan Keller, Igor Kononenko, Juergen Kreuziger, Ryszard S. Michalski, Tom Mitchell, Peter Pachowicz, Yoram Reich, Haleh Vafaie, Walter Van de Welde, Walter Wenzel, Janusz Wnek, and Jianping Zhang. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,497
498, 1991. ,,,, The MONK's problems a performance comparison of different learning algorithms. ," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, ",," Pittsburgh, PA, ",,,,," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CD-91-197, ",,,,,498
499, (1991). ,,,, The MONK's problems a performance comparison of different learning algorithms. ," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fisher, D., Fahlman, S., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J. and Zhang, J. ",,,,,,," School of Computer Science, Carnegie-Mellon University. "," CMU-CS-91-197, ",,,,,499
500, December ,,,, The MONK's problems a performance comparison of different learning algorithms. ," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, D. Fisher, S. E. Fahlman, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T.M. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,500
501, December ,,,, The MONK's problems a performance comparison of different learning algorithms. ," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, D. Fisher, S. E. Fahlman, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T.M. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,501
502, December ,,,, The MONK's problems a performance comparison of different learning algorithms. ," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, D. Fisher, S. E. Fahlman, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T.M. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,502
503, 1991. ,,,," The MONKs Problems: A Performance Comparison of Different Learning Algorithms, "," Thrun. S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ",," Pittsburgh, PA,",,,,," Carnegie Mellon University, "," (revised version), ",,,,,503
504, 1991. ,,,, The monk's problems a performance comparison of different learning algorithms. ," S. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," Available via anonymous ftp from archive.cis.ohio-state.edu, file /pub/neuroprose/thrun.comparison.ps.Z. ",,,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",,,,,504
