,date,volume,pages,title,journal,author,publisher,note,address,booktitle,editor,booktile,tech,institution,Pages,year,type,month
438, Oct. ," Vol. 641, ", pp.125-140 ," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lec. Notes in Comp. Sci.,"," FRG, Paderborn ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,", U. Kastens and P. ed. ,,,,,,,
439, Oct. ," Vol. 641, ", pp. 125-140 ," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lec. Notes in Comp. Sci.,"," FRG, Paderborn ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,", U. Kastens and P. ed.,,,,,,,
440," October 5-7, "," Vol. 641,", pp. 125-140," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lecture Notes in Computer Science,"," FRG, paderborn "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed.,,,,,,,
441," October 5-7, ","Vol. 641,", pp. 125-140," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lecture Notes in Computer Science,"," FRG, Paderborn, "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed. ,,,,,,,
442," October 5-7, "," Vol. 641,", pp.125-140 ," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler, "," Lecture Notes in Computer Science,"," FRG, paderborn","in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed.  ,,,,,,,
443," October 5-7, "," Vol. 641,", pp.125-140," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lecture Notes in Computer Science,"," FRG, Paderborn,"," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed. ,,,,,,,
444, Oct. ," Vol. 641,", pp. 125-140 ," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lec. Notes in Comp. Sci.,"," FRG, Paderborn,","in Proc. of the Fourth Int. Conf. on Comp. Construct.,", U. Kastens and P. ed. ,,,,,,,
445," October 5-7, "," Vol. 641, ", pp.125-140," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lecture Notes in Computer Science,"," FRG, Paderborn "," in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed ,,,,,,,
446," October 5-7, "," Vol. 641,", pp. 125-140 ," The interprocedural coincidence theorem,",," Knoop, J. and Steffen, B., "," Pfahler,Springer-Verlag, "," Lecture Notes in Computer Science,"," FRG, Paderborn, ","in Proceedings of the Fourth International Conference on Compiler Construction,", U. Kastens and P. ed.  ,,,,,,,
447, 1992. ,"  Vol. 641, ", pages 125-140. , The interprocedural coincidence theorem. ,, J. Knoop and B. Steffen. ," Springer Verlag, ",,," Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science"," In U. Kastens and P. Pfahler, editors, ",,,,,,,
448, 1992. ," Vol. 641, ", pages 125-140. , The interprocedural coincidence theorem. ,, J. Knoop and B. Steffen. ," Springer Verlag, ",,," Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science"," In U. Kastens and P. Pfahler, editors, ",,,,,,,
449, October ," Vol. 641, "," pages 125-140, ", The interprocedural coincidence theorem. ,, J. Knoop and B. Steffen. ," Springer-Verlag, "," Appeared as Lecture Notes in Computer Science,"," Paderborn, FRG, "," In Proceedings of the Fourth International Conference on Compiler Construction, "," U. Kastens and P. Pfahler (eds.), ",,,,,,,
450, 1992. ,, pages 271-277. , Improving the performance of parallel lisp by compile time analysis. ,, Jurgen Knopp. ," Springer-Verlag, ",,," Compiler Construction, volume 641 of Lecture Notes in Computer Science, "," In U. Kastnes and P. Pfahler, editors, ",,,,,,,
453,Oct 92. ,," pages 278-296, ", a code generator for lazy functional languages. ,, Koen Langendoen and Pieter Hartel. FCG: , Springer-Verlag. ,," Paderborn, Germany, "," Proceedings of the Conference on Compiler Construction, "," In P. Pfahler U. Kastens, editor, ",,,,,,,
454, October ,," pp 278-296, "," a code generator for lazy functional languages, in Compiler construction (CC), ",," K.G. Langendoen and P.H. Hartel, FCG: ",,,"Paderborn, Germany, "," Proceedings of the International Workshop on Compiler Construction, "," Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds), ",,,,,,,
455, April ,,, Internal design of cmu common lisp on the IBM RT PC. ,," David B. McDonald, Scott E. Fahlman, and Skef Wholey. ",,,,,,," Technical Report CMU-CS-87-157, "," Carnegie Mellon University, ",,,,
456, January ,,, Language design and implementation by selection. ,, P. Pfahler and U. Kastens. ,,," Paris, France, "," In First ACM SIGPLAN Workshop on Domain-Specific Languages, ",,,,,,,,
457, January ,,, Language design and implementation by selection. ,, P. Pfahler and U. Kastens. ,,," Paris, France, "," In First ACM SIGPLAN Workshop on Domain-Specific Languages, ",,,,,,,,
458, (1992). , 256 , 1018-1021. , Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,
459, (1992). , 256 , 1018-1021. , Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,
460, (1992). , 256 , 1018-1021. , Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,
461, (1992). , 256 , 1018-1021. , Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,
462, (1992). , 256 , 1018-1021. , Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,
463, (1992b). , 256 , 1018-1021. , Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., and Edelman, S. ",,,,,,,,,,,,
464, (1992) ," 256, ", 1018-1021. ,Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio, T., Fahle, M., & Edelman, S. ",,,,,,,,,,,,
465, May , 256 ," 1018-1021, ", Fast Per ceptual Learning in Visual Hyperacuity. ," Science, "," T. Poggio, M. Fahle, and S. Edelman. ",,,,,,,,,,,,
466, 1992. , 256 ," 1018-1021, ", Fast perceptual learning in visual hyperacuity. ," Science, "," Poggio T, Fahle M, and Edelman S. ",,,,,,,,,,,,
467, (1992a). , 56 , 22-30. , Learning of visual modules from examples: a framework for understanding adaptive visual performance. ,," Poggio, T., Edelman, S., and Fahle, M. ",,,," Computer Vision, Graphics, and Image Processing: Image Understanding, ",,,,,,,,
468, 1992. , 56 ," 22-30, "," Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision, ",," T. Poggio, S. Edelman, and M. Fahle. ",,,,," Y. Aloimonos (Ed.), ",,,,,,,
469, Dec. ,,," Fahl en, Building sound into a virtual environment, ",, S. T. Pope and L. E. ,,," (Stockholm, Sweden), "," in Proceedings of the 5th MultiG Workshop, ",,,,,,,,
470, 1980. , 6(3) ," 183-186, "," Review of Fahlman, Scott NETL: A system for representing and using real-world knowledge. "," American Journal of Computational Linguistics, ", S. C. Shapiro. ,,,,,,,,,,,,
471, 1984. ,,, Common Lisp: The Language. ,," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. "," Digital Press, ",," Burlington, Massachusetts, ",,,,,,,,,
472, 1984. ,,, Common Lisp: The Language. ,," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. "," Digital Press, ",," Burlington, Massachusetts, ",,,,,,,,,
473, 1984. ,,, Common Lisp: The Language. ,," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. "," Digital Press, ",," Burlington, Massachusetts, ",,,,,,,,,
474, 1990). ,,, Common Lisp: The Language (Second Edition). ,," Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L. "," Digital Press (Bedford, ",," Massachusetts, ",,,,,,,,,
475, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," Digital Press, "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, ",,,,,,,,,
476, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," Digital Press, "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, ",,,,,,,,,
477, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," Digital Press, "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, ",,,,,,,,,
478, 1990. ,,,,," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. "," Digital Press, "," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Bedford, Massachusetts, ",,,,,,,,,
479, 1992. ,, pp. 156-162. , On interprocedural data flow analysis for object oriented languages. ,," S udholt, M. and Steigner, C. "," Springer-Verlag,"," volume 641 of Lecture Notes in Computer Science, (Paderborn,  Germany, Oct.). "," Berlin, Germany, "," Proceedings of the Fourth International Conference on Compiler Construction,"," In Kastens,  U. and Pfahler, P., Eds., ",,,,,,,
480, December ,,, The monk's problems a performance comparison of different learning algorihms. ,," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CMU-CS-91-197, "," Carnegie Mellon University, ",,,,
481, 1991. ,,, The monk's problems: A performance comparison of different learning algorithms. ,," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski andS.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CMU-CS-91-197, "," Carnegie Mellon University, ",,,,
482, 1991. ,,," The MONKS Problems: A Performance Comparison of Different Learning Algorithms, ",," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ",,," Pittsburgh, PA, ",,,," (revised version), "," Carnegie Mellon University, ",,,,
483, 1991. ,,," The MONKS Problems: A Performance Comparison of Different Learning Algorithms, ",," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., ",,," Pittsburgh, PA, ",,,," (revised version), "," Carnegie Mellon University, ",,,,
484, 1991. ,,, The MONK's problems A performance comparison of different learning algorithms. ,," Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CS-CMU-91-197, "," Carnegie Mellon University, ",,,,
485, 1991. ,,, The MONK's problems A performance comparison of different learning algorithms. ,," Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CS-CMU-91-197, "," Carnegie Mellon University, ",,,,
486, (1991). ,,, The MONK's Problem: A Performance Comparison of Different Learning Algorithms. ,," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., & Zhang, J. ",,,,,,," (Technical Report CMU-CS-91-197), "," Pittsburgh, PA: Carnegie Mellon. ",,,,
487, 1991. ,,, The monk's problems: A performance comparison of different learning algorithms. ,," Thrun, S.; Bala, J.; Bloedorn, E.; Bratko, I.; Cestnik, B.; Cheng, J.; De Jong, K.; Dzeroski, S.; Fahlman, S.; Fisher, D.; Hamann, R.; Kaufman, K.; Keller, S.; Kononenko, I.; Kreuziger, J.; Michalski, R.; Mitchell, T.; Pachowicz, P.; Reich, Y.; Vafaie, H.; de Weldel, W. V.; Wenzel, W.; Wnek, J.; and Zhang, J. ",,,,,,," Technical Report CMU-CS-91-197, ", Carnegie Mellon University. ,,,,
488, December l991. ,,," ""The MONK's problems: A Performance Comparison of Different Learning Algorithms,"" ",," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J., ",,," Pittsburgh, PA, "," Computer Science Reports, ",,,," CMU-CS-91-197, Carnegie Mellon University, ",,,,
489, December ,,," ""The MONK's Problems: A Performance Comparison of Different Learning Algorithms,"" ",," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnink, B., Cheng, J., DeJong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J., ",,,,,,," Technical Report, "," Carnegie Mellon University, ",,,,
490, 1991. ,,, The monk's problems a performance comparison of different learning algorithms. ,," S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CMU-CS-91-197, "," School of Computer Science, Carnegie-Mellon University., USA, ",,,,
491, 1991. ,,, The monk's problems a performance comparison of different learning algorithms. ,," S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang. ",,," Pittsburgh, PA - USA, ",,,," Technical Report CMU-CS-91-197, "," School of Computer Science, Carnegie-Mellon University., ",,,,
492, December ,,, The monk's problems a performance comparison of different learning algorihms. ,," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Re-ich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CMU-CS-91-197, "," Carnegie Mellon University, ",,,,
493, 1991. ,,, The MONK's problems a performance comparison of different learning algorithms. ,," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, ",,,,,,, Tech. Report: ," CMU-CD-91-197, Carnegie Mellon University, ",,,,
494, 1991. ,,, The monk's problems: A performance comparison of different learning algorithms. ,," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. ",,,,,,," Technical Report CMU-CS-91-197, "," Carnegie Mellon University, ",,,,
